location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,city,state
"marion, il",accident,2016-06-10,united states,fatal,airplane,cirrus design corp,sr22,1.0,reciprocating,1.0,1.0,0.0,1.0,374612N,0089025W,no,marion,il
"brunswick, nc",accident,2016-06-10,united states,fatal,airplane,wsk pzl mielec,m 18a,1.0,turbo prop,1.0,0.0,0.0,0.0,034739N,0782023W,no,brunswick,nc
"williamsburg, va",accident,2016-06-10,united states,non-fatal,airplane,piper,pa-28,1.0,reciprocating,0.0,1.0,1.0,1.0,371421N,0764258W,no,williamsburg,va
"climax, nc",accident,2016-06-10,united states,non-fatal,airplane,cessna,120,1.0,reciprocating,0.0,0.0,0.0,0.0,355632N,0079418W,no,climax,nc
"pasco, wa",accident,2016-06-10,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,1.0,0.0,046160N,0011976W,no,pasco,wa
"apopka, fl",accident,2016-06-10,united states,non-fatal,airplane,cessna,310,2.0,reciprocating,0.0,0.0,0.0,0.0,284244N,0081356W,no,apopka,fl
"deming, nm",accident,2016-06-10,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,2.0,0.0,2.0,321545N,0107438W,no,deming,nm
"collegedale, tn",accident,2016-06-11,united states,fatal,airplane,mooney,m20e,1.0,reciprocating,3.0,1.0,0.0,1.0,035251N,0008515W,no,collegedale,tn
"york, sc",accident,2016-06-11,united states,non-fatal,airplane,s.o.c.a.t.a.,rallye 150,1.0,reciprocating,0.0,0.0,1.0,0.0,035141N,0811510W,no,york,sc
"ontario, or",accident,2016-06-11,united states,non-fatal,airplane,maule,mx 7,1.0,reciprocating,0.0,0.0,0.0,0.0,044059N,0117041W,no,ontario,or
"gilmer, tx",accident,2016-06-11,united states,non-fatal,airplane,piper,pa 28,1.0,reciprocating,0.0,0.0,0.0,0.0,324153N,0945656W,no,gilmer,tx
"westport, ok",accident,2016-06-11,united states,non-fatal,airplane,bellanca,17 30,1.0,reciprocating,0.0,0.0,1.0,0.0,361238N,0961516W,no,westport,ok
"jonesboro, ar",accident,2016-06-12,united states,fatal,helicopter,robinson helicopter company,r44 ii,1.0,reciprocating,1.0,0.0,0.0,0.0,354935N,0903257W,no,jonesboro,ar
"cairo, il",accident,2016-06-12,united states,non-fatal,airplane,air tractor inc,at 802,1.0,turbo prop,0.0,0.0,0.0,0.0,037351N,0891310W,no,cairo,il
"taylorsville, ky",accident,2016-06-12,united states,non-fatal,airplane,piper,pa28rt,1.0,reciprocating,0.0,1.0,0.0,1.0,038420N,0085142W,no,taylorsville,ky
"valparaiso, in",accident,2016-06-12,united states,non-fatal,airplane,luscombe,8,1.0,reciprocating,0.0,0.0,0.0,0.0,041279N,0087025W,no,valparaiso,in
"greers ferry, ar",accident,2016-06-12,united states,non-fatal,airplane,consolidated aeronautics inc.,lake la 4,1.0,reciprocating,0.0,0.0,2.0,0.0,353133N,0092100W,no,greers ferry,ar
"denton, mt",accident,2016-06-12,united states,non-fatal,airplane,american,aa 1,1.0,reciprocating,0.0,0.0,0.0,0.0,471915N,1095631W,no,denton,mt
"jamaica, ny",accident,2016-06-12,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,1.0,0.0,1.0,403839N,0734714W,no,jamaica,ny
"rockville, in",accident,2016-06-13,united states,fatal,airplane,cessna,150f,1.0,reciprocating,2.0,0.0,0.0,0.0,394420N,0871310W,no,rockville,in
"mcminnville, or",accident,2016-06-13,united states,non-fatal,airplane,ryan,navion,1.0,reciprocating,0.0,0.0,2.0,0.0,451333N,0123656W,no,mcminnville,or
"munday, tx",accident,2016-06-13,united states,non-fatal,airplane,rockwell international,114,1.0,reciprocating,0.0,0.0,0.0,0.0,033286N,0993510W,no,munday,tx
"port lavaca, tx",accident,2016-06-14,united states,non-fatal,airplane,aero commander,100 180,1.0,reciprocating,0.0,0.0,0.0,0.0,283935N,0096267W,no,port lavaca,tx
"sealy, tx",accident,2016-06-15,united states,non-fatal,airplane,flight design gmbh,ctsw hxb,1.0,reciprocating,0.0,0.0,2.0,0.0,029440N,0096333W,no,sealy,tx
"delhi, la",accident,2016-06-15,united states,non-fatal,airplane,air tractor inc,at 502,1.0,turbo prop,0.0,0.0,0.0,0.0,321745N,0913224W,no,delhi,la
"creede, co",accident,2016-06-15,united states,fatal,airplane,cessna,320e,2.0,reciprocating,3.0,0.0,0.0,0.0,374920N,1065422W,no,creede,co
"state college, pa",accident,2016-06-16,united states,fatal,airplane,piper,pa31,2.0,reciprocating,2.0,0.0,0.0,0.0,405034N,0775033W,no,state college,pa
"madison, in",accident,2016-06-16,united states,fatal,airplane,piper,pa-38-112,1.0,reciprocating,1.0,0.0,0.0,0.0,384447N,0852814W,no,madison,in
"santa fe, nm",accident,2016-06-16,united states,non-fatal,airplane,beech,77,1.0,reciprocating,0.0,0.0,0.0,0.0,353456N,0106621W,no,santa fe,nm
"gorham, nh",accident,2016-06-16,united states,non-fatal,airplane,champion,7ac,1.0,reciprocating,0.0,0.0,0.0,0.0,442342N,0711216W,no,gorham,nh
"lenoir, nc",accident,2016-06-16,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,355640N,0812924W,no,lenoir,nc
"immokalee, fl",accident,2016-06-16,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,262552N,0812418W,no,immokalee,fl
"chatham, ma",accident,2016-06-17,united states,non-fatal,helicopter,robinson helicopter,r44,1.0,reciprocating,0.0,2.0,0.0,2.0,414250N,0695858W,no,chatham,ma
"goodnews bay, ak",accident,2016-06-17,united states,non-fatal,airplane,cessna,207,1.0,reciprocating,0.0,1.0,0.0,1.0,591410N,0161431W,no,goodnews bay,ak
"punta gorda, fl",accident,2016-06-17,united states,non-fatal,airplane,piper,pa 28-236,1.0,reciprocating,0.0,0.0,0.0,0.0,026558N,0815927W,no,punta gorda,fl
"palmer, ak",accident,2016-06-17,united states,non-fatal,airplane,cessna,170,1.0,reciprocating,0.0,0.0,0.0,0.0,612055N,1483144W,no,palmer,ak
"reedsburg, wi",accident,2016-06-17,united states,non-fatal,airplane,mooney,m20,1.0,reciprocating,0.0,0.0,2.0,0.0,433154N,0895856W,no,reedsburg,wi
"cummings, nd",accident,2016-06-17,united states,non-fatal,airplane,schweizer aircraft corp,g 164,1.0,turbo prop,0.0,0.0,0.0,0.0,047293N,0097430W,no,cummings,nd
"craig, co",accident,2016-06-17,united states,non-fatal,airplane,cessna,r172,1.0,reciprocating,0.0,0.0,0.0,0.0,402942N,1073123W,no,craig,co
"westerly, ri",accident,2016-06-18,united states,non-fatal,airplane,beech,p35,1.0,reciprocating,0.0,0.0,1.0,0.0,411910N,0714833W,no,westerly,ri
"colorado springs, co",accident,2016-06-18,united states,non-fatal,airplane,cirrus design corp,sr22,1.0,reciprocating,0.0,0.0,3.0,0.0,384752N,1042741W,no,colorado springs,co
"prescott, az",accident,2016-06-18,united states,non-fatal,airplane,beech,c23,1.0,reciprocating,0.0,0.0,1.0,0.0,034408N,1122416W,no,prescott,az
"salina, ks",accident,2016-06-18,united states,non-fatal,airplane,beech,f33,1.0,reciprocating,0.0,0.0,0.0,0.0,384721N,0973939W,no,salina,ks
"clifton, tn",accident,2016-06-18,united states,non-fatal,airplane,mooney,m20,1.0,reciprocating,0.0,0.0,0.0,0.0,352525N,0854351W,no,clifton,tn
"hayward, ca",accident,2016-06-19,united states,fatal,airplane,piper,pa 23-150,2.0,reciprocating,1.0,0.0,0.0,0.0,373620N,0012227W,no,hayward,ca
"henley, mo",accident,2016-06-19,united states,non-fatal,airplane,north american,at-6d,1.0,reciprocating,0.0,2.0,0.0,2.0,382035N,0921440W,no,henley,mo
"block island, ri",accident,2016-06-19,united states,non-fatal,airplane,piper,pa32,1.0,reciprocating,0.0,0.0,0.0,0.0,041104N,0071351W,no,block island,ri
"homer, ak",accident,2016-06-19,united states,non-fatal,airplane,de havilland,dhc3,1.0,turbo prop,0.0,0.0,0.0,0.0,594549N,1511930W,no,homer,ak
"houston, tx",accident,2016-06-20,united states,non-fatal,airplane,piper,pa 24,1.0,reciprocating,0.0,1.0,0.0,1.0,294356N,0095208W,no,houston,tx
"honesdale, pa",accident,2016-06-20,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,0.0,0.0,413034N,0075153W,no,honesdale,pa
"bowie, tx",accident,2016-06-20,united states,non-fatal,airplane,piper,pa 28r-200,1.0,reciprocating,0.0,0.0,0.0,0.0,033366N,0974632W,no,bowie,tx
"dayton, tn",accident,2016-06-20,united states,non-fatal,airplane,rockwell international,112a,1.0,reciprocating,0.0,1.0,0.0,1.0,353125N,0085531W,no,dayton,tn
"freemont island, ut",accident,2016-06-20,united states,non-fatal,airplane,bellanca,8kcab,1.0,reciprocating,0.0,0.0,0.0,0.0,041917N,1121948W,no,freemont island,ut
"farmingdale, ny",accident,2016-06-20,united states,non-fatal,airplane,swearingen,sa226,2.0,turbo jet,0.0,0.0,0.0,0.0,404344N,0732448W,no,farmingdale,ny
"princeton, ca",accident,2016-06-21,united states,non-fatal,helicopter,hughes,269b,1.0,reciprocating,0.0,0.0,1.0,0.0,392418N,0122057W,no,princeton,ca
"lancaster, oh",accident,2016-06-21,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,394520N,0823926W,no,lancaster,oh
"blaine, mn",accident,2016-06-22,united states,non-fatal,airplane,cessna,182q,1.0,reciprocating,0.0,0.0,0.0,0.0,045842N,0931237W,no,blaine,mn
"clearlake oaks, ca",accident,2016-06-22,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,1.0,0.0,039131N,1223944W,no,clearlake oaks,ca
"burnet, tx",accident,2016-06-22,united states,non-fatal,airplane,piper,pa 12,1.0,reciprocating,0.0,0.0,0.0,0.0,304450N,0098144W,no,burnet,tx
"knoxville, tn",accident,2016-06-23,united states,non-fatal,airplane,american aviation,aa1,1.0,reciprocating,0.0,1.0,0.0,1.0,035538N,0835724W,no,knoxville,tn
"crystal river, fl",accident,2016-06-23,united states,non-fatal,airplane,cessna,182t,1.0,reciprocating,0.0,0.0,0.0,0.0,028521N,0082344W,no,crystal river,fl
"lazbuddie, tx",accident,2016-06-23,united states,non-fatal,airplane,thrush aircraft inc,s2r,1.0,turbo prop,0.0,0.0,0.0,0.0,342723N,1023322W,no,lazbuddie,tx
"alamogordo, nm",accident,2016-06-24,united states,non-fatal,airplane,north american,navion,1.0,reciprocating,0.0,0.0,0.0,0.0,325342N,0105582W,no,alamogordo,nm
"springfield, mo",accident,2016-06-24,united states,non-fatal,airplane,piper,pa 24,1.0,reciprocating,0.0,0.0,0.0,0.0,371433N,0932316W,no,springfield,mo
"poughkeepsie, ny",accident,2016-06-24,united states,non-fatal,airplane,piper,pa28,1.0,reciprocating,0.0,0.0,0.0,0.0,413736N,0073533W,no,poughkeepsie,ny
"coeur d'alene, id",accident,2016-06-25,united states,fatal,airplane,cessna,a185f,1.0,reciprocating,1.0,0.0,0.0,0.0,047501N,0116291W,no,coeur d'alene,id
"anthony, nm",accident,2016-06-25,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,2.0,0.0,321536N,1064912W,no,anthony,nm
"delta, co",accident,2016-06-25,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,384541N,0108828W,no,delta,co
"hollywood, fl",accident,2016-06-25,united states,non-fatal,airplane,piper,pa28,1.0,reciprocating,0.0,0.0,1.0,0.0,002604N,0801427W,no,hollywood,fl
"jackson, mi",accident,2016-06-25,united states,non-fatal,airplane,north american,snj,1.0,reciprocating,0.0,0.0,0.0,0.0,421533N,0842742W,no,jackson,mi
"beckwourth, ca",accident,2016-06-25,united states,non-fatal,airplane,stinson,l 5g,1.0,reciprocating,0.0,0.0,0.0,0.0,394915N,1202211W,no,beckwourth,ca
"hollywood, fl",accident,2016-06-26,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,002604N,0801427W,no,hollywood,fl
"richwood, oh",accident,2016-06-26,united states,non-fatal,airplane,rans employee flying club,rans s 6s,1.0,reciprocating,0.0,0.0,2.0,0.0,402757N,0083176W,no,richwood,oh
"big lake, ak",accident,2016-06-26,united states,non-fatal,airplane,universal stinson,108,1.0,reciprocating,0.0,0.0,2.0,0.0,613638N,0015054W,no,big lake,ak
"kankakee, il",accident,2016-06-26,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,0.0,0.0,041341N,0875019W,no,kankakee,il
"reno, nv",accident,2016-06-26,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,393948N,1195239W,no,reno,nv
"flushing, mi",accident,2016-06-26,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,043326N,0834823W,no,flushing,mi
"longmont, co",accident,2016-06-26,united states,non-fatal,airplane,beech,e 90,2.0,turbo prop,0.0,1.0,0.0,1.0,040946N,0105949W,no,longmont,co
"hayden lake, id",accident,2016-06-26,united states,non-fatal,airplane,cessna,a185,1.0,reciprocating,0.0,0.0,0.0,0.0,474532N,1164443W,no,hayden lake,id
"schafer meadows, mt",accident,2016-06-26,united states,non-fatal,airplane,cessna,310r,2.0,reciprocating,0.0,0.0,0.0,0.0,048428N,1131425W,no,schafer meadows,mt
"zeeland, mi",incident,2016-06-27,united states,non-fatal,helicopter,enstrom,280,1.0,reciprocating,0.0,0.0,0.0,0.0,424834N,0855854W,no,zeeland,mi
"strasburg, co",accident,2016-06-27,united states,non-fatal,airplane,piper,j3f 65,1.0,reciprocating,0.0,0.0,1.0,0.0,394410N,1041943W,no,strasburg,co
"palmer, ak",accident,2016-06-27,united states,non-fatal,airplane,piper,pa18,1.0,reciprocating,0.0,0.0,0.0,0.0,612617N,0148405W,no,palmer,ak
"el centro, ca",accident,2016-06-28,united states,non-fatal,helicopter,robinson helicopter,r44,1.0,reciprocating,0.0,0.0,0.0,0.0,032458N,1152754W,no,el centro,ca
"farmington, pa",accident,2016-06-28,united states,non-fatal,airplane,cessna,t206,1.0,reciprocating,0.0,0.0,4.0,0.0,394820N,0793256W,no,farmington,pa
"detroit, mi",accident,2016-06-28,united states,fatal,airplane,cessna,150l,1.0,reciprocating,0.0,0.0,0.0,0.0,422321N,0083015W,no,detroit,mi
"frederick, md",accident,2016-06-29,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,039253N,0772228W,no,frederick,md
"everett, wa",accident,2016-06-29,united states,non-fatal,airplane,cessna,170,1.0,reciprocating,0.0,0.0,0.0,0.0,475415N,1221618W,no,everett,wa
"king salmon, ak",accident,2016-06-29,united states,non-fatal,airplane,cessna,a185f,1.0,reciprocating,0.0,0.0,0.0,0.0,584044N,1563858W,no,king salmon,ak
"peachtree city, ga",accident,2016-06-29,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,332225N,0084355W,no,peachtree city,ga
"winnsboro, sc",accident,2016-06-29,united states,non-fatal,airplane,piper,pa34,2.0,reciprocating,0.0,0.0,0.0,0.0,034190N,0081629W,no,winnsboro,sc
"honesdale, pa",accident,2016-06-29,united states,non-fatal,airplane,piper,pa 28-161,1.0,reciprocating,0.0,0.0,0.0,0.0,413056N,0075156W,no,honesdale,pa
"merritt island, fl",accident,2016-06-29,united states,non-fatal,airplane,piper,pa 28,1.0,reciprocating,0.0,0.0,0.0,0.0,282031N,0804116W,no,merritt island,fl
"holland, mi",accident,2016-06-29,united states,non-fatal,weight-shift,evolution aircraft inc,revo,1.0,reciprocating,0.0,1.0,1.0,1.0,424751N,0086934W,no,holland,mi
"brawley, ca",accident,2016-06-29,united states,non-fatal,airplane,rockwell international,s 2r,1.0,turbo prop,0.0,0.0,0.0,0.0,325922N,1153011W,no,brawley,ca
"gray, ga",accident,2016-06-29,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,2.0,0.0,033035N,0083322W,no,gray,ga
"amarillo, tx",accident,2016-06-30,united states,non-fatal,airplane,piper,pa28,1.0,reciprocating,0.0,0.0,0.0,0.0,035931N,1015026W,no,amarillo,tx
"ely, nv",accident,2016-06-30,united states,non-fatal,airplane,cessna,u206,1.0,reciprocating,0.0,0.0,0.0,0.0,391758N,1145019W,no,ely,nv
"stamford, tx",accident,2016-06-30,united states,non-fatal,airplane,cessna,172rg,1.0,reciprocating,0.0,0.0,0.0,0.0,325438N,0099443W,no,stamford,tx
"saratoga, wy",accident,2016-07-01,united states,non-fatal,airplane,cessna,188,1.0,reciprocating,0.0,0.0,0.0,0.0,412637N,1064939W,no,saratoga,wy
"bountiful, ut",accident,2016-07-01,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,004000N,1115024W,no,bountiful,ut
"cullman, al",accident,2016-07-01,united states,non-fatal,helicopter,hughes,269c,1.0,reciprocating,0.0,0.0,0.0,0.0,034163N,0865131W,no,cullman,al
"manhattan, ks",accident,2016-07-01,united states,non-fatal,airplane,cessna,172rg,1.0,reciprocating,0.0,0.0,0.0,0.0,039831N,0096408W,no,manhattan,ks
"augusta, me",accident,2016-07-01,united states,non-fatal,airplane,cessna,152g,1.0,reciprocating,0.0,0.0,0.0,0.0,441914N,0694750W,no,augusta,me
"salmon, id",accident,2016-07-02,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,045547N,1134123W,no,salmon,id
"hungry horse, mt",accident,2016-07-02,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,1.0,0.0,048447N,1131442W,no,hungry horse,mt
"harrisonburg, va",accident,2016-07-02,united states,non-fatal,airplane,piper,pa 22-160,1.0,reciprocating,0.0,1.0,1.0,1.0,382954N,0785335W,no,harrisonburg,va
"laurel, de",accident,2016-07-02,united states,non-fatal,airplane,grumman acft eng cor-schweizer,g-164,1.0,reciprocating,0.0,0.0,0.0,0.0,383413N,0752752W,no,laurel,de
"maryville, mo",accident,2016-07-02,united states,non-fatal,airplane,beech,23,1.0,reciprocating,0.0,0.0,2.0,0.0,401954N,0094505W,no,maryville,mo
"wyoming, mn",accident,2016-07-02,united states,non-fatal,airplane,czech aircraft works spol sro,sportcruiser,1.0,reciprocating,0.0,0.0,1.0,0.0,452011N,0093016W,no,wyoming,mn
"pembroke pines, fl",accident,2016-07-02,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,255954N,0801429W,no,pembroke pines,fl
"houghton lake heights, mi",accident,2016-07-02,united states,non-fatal,airplane,piper,pa-22-150,1.0,reciprocating,0.0,0.0,4.0,0.0,441945N,0844730W,no,houghton lake heights,mi
"austin, tx",accident,2016-07-02,united states,non-fatal,airplane,waco,ymf-f5c,1.0,reciprocating,0.0,0.0,2.0,0.0,302447N,0975426W,no,austin,tx
"rhinebeck, ny",accident,2016-07-02,united states,non-fatal,airplane,fleet,fleet 16b,1.0,reciprocating,0.0,0.0,0.0,0.0,415811N,0735152W,no,rhinebeck,ny
"llano, ca",accident,2016-07-03,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,4.0,0.0,343052N,1174550W,no,llano,ca
"frankenmuth, mi",accident,2016-07-03,united states,fatal,airplane,aeronca,11ac,1.0,reciprocating,2.0,0.0,0.0,0.0,431854N,0834219W,no,frankenmuth,mi
"shirley, ny",accident,2016-07-03,united states,non-fatal,airplane,cessna,305,1.0,reciprocating,0.0,0.0,0.0,0.0,040496N,0072520W,no,shirley,ny
"bullard, tx",accident,2016-07-03,united states,non-fatal,airplane,pollack,quicksilver sprint2s,1.0,reciprocating,0.0,0.0,0.0,0.0,032556N,0952649W,no,bullard,tx
"arlington, wi",accident,2016-07-03,united states,non-fatal,airplane,piper,pa 25-235,1.0,reciprocating,0.0,0.0,1.0,0.0,043200N,0893115W,no,arlington,wi
"halibut cove, ak",accident,2016-07-04,united states,non-fatal,airplane,cessna,206,1.0,reciprocating,0.0,0.0,0.0,0.0,593540N,1511449W,no,halibut cove,ak
"cairo, ne",accident,2016-07-04,united states,non-fatal,airplane,rainbow sky reach,bushcat,1.0,reciprocating,0.0,0.0,0.0,0.0,004103N,0983656W,no,cairo,ne
"oak ridge, la",accident,2016-07-04,united states,non-fatal,airplane,bellanca,7eca,1.0,reciprocating,0.0,0.0,0.0,0.0,323820N,0914625W,no,oak ridge,la
"narragansett, ri",accident,2016-07-04,united states,non-fatal,airplane,cessna,305,1.0,reciprocating,0.0,0.0,0.0,0.0,412811N,0712534W,no,narragansett,ri
"nome, ak",accident,2016-07-04,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,643049N,0165238W,no,nome,ak
"wonder lake, il",accident,2016-07-05,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,422426N,0882226W,no,wonder lake,il
"brookings, or",accident,2016-07-05,united states,fatal,airplane,cessna,172,1.0,reciprocating,3.0,0.0,0.0,0.0,042444N,0124200W,no,brookings,or
"spring branch, tx",accident,2016-07-05,united states,non-fatal,airplane,avions mudry et cie,cap,1.0,reciprocating,0.0,0.0,0.0,0.0,294842N,0982534W,no,spring branch,tx
"placedo, tx",accident,2016-07-06,united states,non-fatal,airplane,champion,7ec,1.0,reciprocating,0.0,0.0,0.0,0.0,283951N,0964637W,no,placedo,tx
"new durham, nh",accident,2016-07-06,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,043297N,0071958W,no,new durham,nh
"cheyenne, wy",accident,2016-07-07,united states,non-fatal,airplane,gulfstream american corp,aa 5,1.0,reciprocating,0.0,0.0,0.0,0.0,041934N,0104493W,no,cheyenne,wy
"kennett, mo",accident,2016-07-07,united states,fatal,airplane,air tractor inc,at-602,1.0,turbo prop,1.0,0.0,0.0,0.0,361724N,0895911W,no,kennett,mo
"searcy, ar",accident,2016-07-07,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,0.0,0.0,351844N,0915244W,no,searcy,ar
"keene, nh",accident,2016-07-07,united states,non-fatal,airplane,piper,pa 44,2.0,reciprocating,0.0,0.0,0.0,0.0,425354N,0721615W,no,keene,nh
"rapid city, sd",incident,2016-07-08,united states,non-fatal,airplane,airbus industrie,a320 211,2.0,turbo fan,0.0,0.0,0.0,0.0,044851N,0103624W,no,rapid city,sd
"houston, tx",accident,2016-07-08,united states,fatal,airplane,piper,pa 32r-300,1.0,reciprocating,4.0,0.0,0.0,0.0,029492N,0953957W,no,houston,tx
